"","date","type","team","opp","location","conf","opp_conf","pts","opp_pts","fga","oreb","to","fta","opp_fga","opp_oreb","opp_to","opp_fta","off_ppp","def_ppp","adj_o","adj_d","tempo","avg_marg","net","quad"
"3742",2024-12-03,"nc","Western Michigan","Dayton","A","Mid-American","Atlantic 10",69,77,54,10,13,7,48,9,9,22,116.2,129.7,124.5,113.5,59.4,-0.984388,54,"Quadrant 1"
"3743",2024-12-03,"nc","California","Missouri","A","ACC","SEC",93,98,62,14,15,25,53,5,11,38,122.4,129,132.5,113.3,76,1.98875,44,"Quadrant 1"
"3744",2024-12-03,"nc","South Carolina","Boston College","A","SEC","ACC",73,51,50,6,10,25,57,11,11,18,111.1,77.6,109.4,79.5,65.7,10.3968,213,"Quadrant 3"
"3745",2024-12-04,"nc","Furman","Florida Gulf Coast","A","Southern","Atlantic Sun",76,73,61,13,11,16,55,5,10,13,114.5,110,111.1,109.5,66.4,-4.10708,158,"Quadrant 3"
"3746",2024-12-04,"nc","Alcorn St.","Wichita St.","A","SWAC","American",54,78,73,21,8,20,61,9,10,18,77.1,111.4,82.5,106.4,70,-11.9001,108,"Quadrant 2"
"3747",2024-12-04,"nc","North Dakota","Eastern Washington","A","Summit","Big Sky",81,87,55,13,9,28,62,15,8,18,126.7,136.1,122.3,133.3,63.9,-1.33042,253,"Quadrant 4"
"3748",2024-12-04,"conf","San Diego St.","Fresno St.","A","Mountain West","Mountain West",84,62,68,13,14,17,67,13,10,30,108.2,79.8,105.8,88.3,77.7,6.28558,263,"Quadrant 4"
"3749",2024-12-04,"nc","Abilene Christian","New Mexico St.","A","WAC","CUSA",78,70,45,8,11,35,50,8,12,29,117.8,105.7,119.7,105.9,66.2,3.37006,176,"Quadrant 3"
"3750",2024-12-04,"conf","Illinois St.","Belmont","A","Missouri Valley","Missouri Valley",97,99,65,9,19,10,75,11,10,16,120.2,122.7,116.6,116.1,71.7,-2.28083,117,"Quadrant 2"
"3751",2024-12-04,"nc","Georgia Southern","VCU","A","Sun Belt","Atlantic 10",54,89,60,15,14,17,54,13,12,34,79.3,130.7,98.9,114.4,68.1,-7.28811,60,"Quadrant 1"
"3752",2024-12-04,"nc","Sacramento St.","Denver","A","Big Sky","Summit",59,80,53,8,9,19,55,8,10,13,93.5,126.8,85.5,132.1,63.1,-16.4798,303,"Quadrant 4"
"3753",2024-12-04,"nc","Loyola Marymount","Colorado St.","A","WCC","Mountain West",54,83,56,5,10,16,67,11,8,10,78.6,120.9,87.6,118.2,68.7,-14.8145,99,"Quadrant 2"
"3754",2024-12-04,"nc","NJIT","Seton Hall","A","America East","Big East",56,67,49,8,15,12,54,14,8,24,92.5,110.7,99.1,119.9,60.5,-7.9335,198,"Quadrant 3"
"3755",2024-12-04,"conf","San Jose St.","New Mexico","A","Mountain West","Mountain West",77,83,56,7,10,21,65,16,9,30,109,117.5,119.5,103.4,70.6,3.21708,68,"Quadrant 1"
"3756",2024-12-04,"nc","Kansas","Creighton","A","Big 12","Big East",63,76,70,9,5,8,53,6,15,17,90.1,108.7,99.7,100.9,69.9,-8.46174,59,"Quadrant 1"
"3757",2024-12-04,"conf","Wyoming","Utah St.","A","Mountain West","Mountain West",67,70,48,5,12,9,56,15,8,26,111.1,116.1,121.7,105.2,60.3,-0.807083,29,"Quadrant 1"
"3758",2024-12-04,"nc","Morehead St.","Marshall","A","Ohio Valley","Sun Belt",77,80,59,16,14,26,57,8,8,26,111,115.4,109.7,121.1,69.3,-7.89708,227,"Quadrant 3"
"3759",2024-12-04,"nc","South Dakota St.","Montana","A","Summit","Big Sky",67,71,64,11,15,12,58,5,11,16,92.2,97.7,89,96.1,72.7,-5.89167,147,"Quadrant 3"
"3760",2024-12-04,"conf","Michigan St.","Minnesota","A","Big Ten","Big Ten",90,72,55,12,9,26,59,10,7,17,140.2,112.1,145.2,111,64.2,10.8116,162,"Quadrant 3"
"3761",2024-12-04,"nc","Oklahoma St.","Tulsa","A","Big 12","American",76,55,61,12,14,21,58,13,22,15,103.3,74.8,98.1,82.5,73.6,7.19669,325,"Quadrant 4"
"3762",2024-12-04,"nc","Baylor","Connecticut","A","Big 12","Big East",72,76,55,13,10,19,46,9,7,33,119.3,125.9,124.5,101.9,60.3,0.35875,22,"Quadrant 1"
"3763",2024-12-04,"nc","Alabama","North Carolina","A","SEC","ACC",94,79,71,8,14,13,78,15,13,16,112.7,94.7,119.9,84.8,83.4,9.21958,43,"Quadrant 1"
"3764",2024-12-04,"nc","Montana St.","Nebraska Omaha","A","Big Sky","Summit",76,65,50,3,9,16,54,8,10,20,117.7,100.7,112.9,102,64.6,4.48871,254,"Quadrant 4"
"3765",2024-12-04,"nc","Central Arkansas","Little Rock","A","Atlantic Sun","Ohio Valley",57,63,61,12,16,18,58,10,21,10,77.4,85.5,79.3,94.7,73.7,-6.34958,242,"Quadrant 4"
"3766",2024-12-04,"nc","Coastal Carolina","Campbell","A","Sun Belt","CAA",58,57,48,8,13,19,50,8,9,27,92.2,90.6,94.4,93.1,62.9,5.57,288,"Quadrant 4"
"3767",2024-12-04,"nc","Northern Arizona","Oral Roberts","A","Big Sky","Summit",76,83,64,13,7,22,55,8,6,32,111.2,121.5,105.3,121.4,68.3,-1.00708,341,"Quadrant 4"
"3768",2024-12-04,"conf","Northern Iowa","Illinois Chicago","A","Missouri Valley","Missouri Valley",83,56,53,9,9,18,59,20,14,18,134.8,91,128.2,92.9,61.5,8.77039,133,"Quadrant 2"
"3769",2024-12-04,"nc","Idaho","UMKC","A","Big Sky","Summit",82,77,51,9,15,23,59,16,13,26,120.3,113,126.3,109.9,68.1,10.8488,212,"Quadrant 3"
"3770",2024-12-04,"nc","North Dakota St.","Weber St.","A","Summit","Big Sky",77,73,57,10,8,16,61,10,3,14,124.9,118.5,124.4,112.1,61.6,10.7312,272,"Quadrant 4"
"3771",2024-12-04,"nc","Fairleigh Dickinson","Fordham","A","Northeast","Atlantic 10",75,84,65,5,11,18,65,15,16,23,95.9,107.4,94.2,109.6,78.2,-6.36009,251,"Quadrant 4"
"3772",2024-12-04,"nc","Cornell","Colgate","A","Ivy","Patriot",84,57,57,5,12,7,56,7,14,5,126.6,85.9,120.9,90.8,66.3,15.4447,283,"Quadrant 4"
"3773",2024-12-04,"nc","Central Connecticut","Massachusetts","A","Northeast","Atlantic 10",73,69,60,9,12,11,60,10,11,17,106.3,100.5,104.9,102.2,68.7,3.01417,266,"Quadrant 4"
"3774",2024-12-04,"nc","St. Bonaventure","Bucknell","A","Atlantic 10","Patriot",64,47,56,10,14,11,47,10,18,19,99,72.7,107,77.9,64.6,15.7695,247,"Quadrant 4"
"3775",2024-12-04,"nc","Tennessee Tech","North Alabama","A","Ohio Valley","Atlantic Sun",59,82,55,6,11,11,72,14,5,7,89.7,124.7,93.3,117.4,65.8,-10.1329,143,"Quadrant 3"
"3776",2024-12-04,"conf","Green Bay","IUPUI","A","Horizon","Horizon",75,84,51,6,11,20,66,14,5,23,112.4,125.9,102.6,121.7,66.7,-0.895,331,"Quadrant 4"
"3777",2024-12-04,"nc","Auburn","Duke","A","SEC","ACC",78,84,64,15,8,12,58,12,4,27,124.3,133.8,154.2,113.7,62.8,-1.88625,2,"Quadrant 1"
"3778",2024-12-04,"nc","Gardner Webb","Wofford","A","Big South","Southern",64,88,48,11,17,28,58,11,13,10,96.9,133.3,97.6,123.9,66,-10.4733,144,"Quadrant 3"
"3779",2024-12-04,"nc","Texas","North Carolina St.","A","SEC","ACC",63,59,53,13,12,14,54,10,9,14,106.5,99.7,109.5,94.9,59.2,1.49875,114,"Quadrant 2"
"3780",2024-12-04,"nc","Pittsburgh","Mississippi St.","A","ACC","SEC",57,90,64,14,11,13,64,16,14,13,84.2,133,95.5,112.6,67.7,-16.4679,14,"Quadrant 1"
"3781",2024-12-04,"conf","Oregon","USC","A","Big Ten","Big Ten",68,60,55,13,14,24,55,12,14,26,99.5,87.8,103.7,87.3,68.4,-3.36725,94,"Quadrant 2"
"3782",2024-12-04,"nc","Portland St.","Seattle","A","Big Sky","WAC",74,91,64,13,10,14,55,10,11,24,109.6,134.8,111.3,132,67.5,-10.7341,157,"Quadrant 3"
"3783",2024-12-04,"nc","Harvard","Holy Cross","A","Ivy","Patriot",67,68,65,13,12,6,54,6,11,14,101.1,102.6,91.7,104.2,66.2,-2.9225,250,"Quadrant 4"
"3784",2024-12-04,"nc","Louisiana Tech","Memphis","A","CUSA","American",71,81,49,7,20,12,60,20,14,33,103.4,117.9,114.3,105.4,68.7,-3.90512,34,"Quadrant 1"
"3785",2024-12-04,"nc","Florida Atlantic","FIU","A","American","CUSA",88,77,68,10,10,12,62,13,13,21,120.8,105.7,125.5,115.2,72.8,2.12005,225,"Quadrant 3"
"3786",2024-12-04,"nc","St. Thomas","Northern Colorado","A","Summit","Big Sky",87,75,56,4,6,13,49,10,16,24,133.3,114.9,129.7,109.9,65.3,5.14932,137,"Quadrant 3"
"3787",2024-12-04,"nc","George Washington","American","A","Atlantic 10","Patriot",71,81,66,13,14,27,62,12,16,24,90.3,103,88.6,102.6,69.9,-3.02078,269,"Quadrant 4"
"3788",2024-12-04,"conf","Youngstown St.","Robert Morris","A","Horizon","Horizon",72,58,61,9,16,13,58,12,17,22,97.5,78.6,99.6,81.9,73.8,9.14625,221,"Quadrant 3"
"3789",2024-12-04,"nc","Virginia","Florida","A","ACC","SEC",69,87,57,13,15,10,60,11,6,21,107.2,135.2,122.9,111.1,64.4,-5.56125,8,"Quadrant 1"
"3790",2024-12-04,"nc","Coppin St.","Wagner","A","MEAC","Northeast",52,65,40,7,13,22,46,13,12,26,91.4,114.2,91,133,56.9,-10.2006,345,"Quadrant 4"
"3791",2024-12-04,"conf","Rider","Fairfield","A","Metro Atlantic","Metro Atlantic",75,78,55,12,11,26,62,18,15,14,113.6,118.2,100.8,120.5,66,-4.42083,315,"Quadrant 4"
"3792",2024-12-04,"nc","DePaul","Texas Tech","A","Big East","Big 12",62,76,57,6,14,6,58,8,6,17,94,115.2,100.7,97.3,66,-8.55641,21,"Quadrant 1"
"3793",2024-12-04,"conf","Ohio St.","Maryland","A","Big Ten","Big Ten",59,83,58,9,16,18,62,10,10,24,80.3,113,86.1,104.9,73.5,-22.0172,23,"Quadrant 1"
"3794",2024-12-04,"nc","Bellarmine","Western Carolina","A","Atlantic Sun","Southern",74,86,56,4,12,15,64,13,11,18,104.5,121.4,105.3,133.1,70.8,-5.13469,351,"Quadrant 4"
"3795",2024-12-04,"nc","Columbia","Albany","A","Ivy","America East",73,88,46,5,19,26,67,10,12,12,99.3,119.7,92.9,121.7,73.5,-12.719,240,"Quadrant 3"
"3796",2024-12-04,"nc","Idaho St.","South Dakota","A","Big Sky","Summit",80,94,64,20,12,23,57,14,9,32,119.3,140.2,108.3,132.8,67.1,-10.6309,231,"Quadrant 3"
"3797",2024-12-04,"nc","Marquette","Iowa St.","A","Big East","Big 12",70,81,70,16,11,10,59,11,12,21,100.2,115.9,114.1,99.2,69.9,-7.18101,5,"Quadrant 1"
"3798",2024-12-04,"nc","Vanderbilt","Virginia Tech","A","SEC","ACC",80,64,55,5,8,18,60,14,15,13,119.6,95.7,117.9,96.2,66.9,5.56737,196,"Quadrant 3"
"3799",2024-12-04,"nc","Monmouth","Lehigh","A","CAA","Patriot",63,90,59,16,9,35,53,6,12,23,90.9,129.9,89.5,131.4,69.3,-13.125,267,"Quadrant 4"
"3800",2024-12-04,"nc","West Georgia","Mercer","A","Atlantic Sun","Southern",72,86,59,10,12,15,61,13,7,18,109.4,130.6,104,135.8,65,-12.1296,215,"Quadrant 3"
"3801",2024-12-05,"conf","Drake","Valparaiso","A","Missouri Valley","Missouri Valley",66,60,42,6,13,26,46,4,10,18,108.3,98.4,104.3,93.8,61,4.60917,177,"Quadrant 3"
"3802",2024-12-05,"nc","Samford","South Carolina St.","A","Southern","MEAC",88,81,56,7,13,15,54,10,14,19,129.3,119,134.3,122.5,68.1,5.65833,223,"Quadrant 3"
"3803",2024-12-05,"conf","Texas A&M Commerce","Houston Christian","A","Southland","Southland",79,83,59,14,13,22,42,7,17,39,113.7,119.4,104.5,130.1,69.5,-8.20375,332,"Quadrant 4"
"3804",2024-12-05,"conf","Cal Poly","UC Davis","A","Big West","Big West",66,77,58,16,33,14,63,10,21,16,80.9,94.3,88.5,101.6,81.6,-2.25584,219,"Quadrant 3"
"3805",2024-12-05,"nc","Maryland Eastern Shore","Longwood","A","MEAC","Big South",76,80,38,4,21,31,69,19,8,21,110.4,116.2,113.2,115,68.8,1.64042,190,"Quadrant 3"
"3806",2024-12-05,"conf","UC San Diego","UC Santa Barbara","A","Big West","Big West",84,76,64,15,7,24,49,6,18,15,124,112.2,124.7,110,67.8,3.53372,136,"Quadrant 3"
"3807",2024-12-05,"nc","Jackson St.","Arkansas St.","A","SWAC","Sun Belt",64,66,55,8,14,24,63,13,15,20,87.1,89.9,93.2,88.2,73.4,-2.46583,97,"Quadrant 2"
"3808",2024-12-05,"conf","Cal St. Bakersfield","UC Irvine","A","Big West","Big West",66,82,57,15,20,19,53,12,7,40,95.6,118.8,114.1,115.8,69,-2.11918,55,"Quadrant 1"
"3809",2024-12-05,"nc","Xavier","TCU","A","Big East","Big 12",72,76,58,10,15,9,60,10,8,18,107.6,113.6,121.4,112,66.9,-3.73625,72,"Quadrant 1"
"3810",2024-12-05,"conf","Lamar","Texas A&M Corpus Chris","A","Southland","Southland",65,61,58,10,15,9,56,10,11,23,96.2,90.2,92.7,88.9,67.6,-3.97333,160,"Quadrant 3"
"3811",2024-12-05,"conf","Purdue","Penn St.","A","Big Ten","Big Ten",70,81,47,7,24,19,47,8,16,32,97.7,113.1,102.6,105.3,71.6,-11.2298,48,"Quadrant 1"
"3812",2024-12-05,"nc","Radford","North Carolina Central","A","Big South","MEAC",70,67,55,18,18,33,54,12,19,20,99.2,94.9,90.7,99.6,70.6,-1.3825,302,"Quadrant 4"
"3813",2024-12-05,"conf","Northwestern St.","Incarnate Word","A","Southland","Southland",72,70,53,7,7,18,52,9,14,11,116.3,113.1,114.4,108.3,61.9,5.90583,205,"Quadrant 3"
"3814",2024-12-05,"conf","Long Beach St.","Cal St. Fullerton","A","Big West","Big West",73,56,51,9,15,25,49,9,15,18,110.3,84.6,105,90.4,66.2,9.87745,324,"Quadrant 4"
"3815",2024-12-05,"nc","Southeast Missouri St.","Lipscomb","A","Ohio Valley","Atlantic Sun",60,78,60,9,15,8,60,10,11,16,86.7,112.7,94.4,109.7,69.2,-12.7124,70,"Quadrant 1"
"3816",2024-12-05,"conf","Cleveland St.","Milwaukee","A","Horizon","Horizon",67,79,57,9,13,12,52,19,12,37,103.7,122.2,107.9,118,64.6,-3.28015,130,"Quadrant 2"
"3817",2024-12-05,"nc","Saint Louis","San Francisco","A","Atlantic 10","WCC",61,78,58,9,17,9,59,10,15,11,87.5,111.8,93.9,104.6,69.8,-11.62,63,"Quadrant 1"
"3818",2024-12-05,"conf","UC Riverside","Cal St. Northridge","A","Big West","Big West",68,64,59,11,16,15,55,12,18,20,96,90.4,98.2,92.1,70.8,-2.57292,96,"Quadrant 2"
"3819",2024-12-05,"conf","Wright St.","Oakland","A","Horizon","Horizon",64,66,51,3,11,5,54,9,7,19,104.6,107.8,100.8,108.2,61.2,-3.845,229,"Quadrant 3"
"3820",2024-12-05,"nc","Alabama St.","Southern Miss","A","SWAC","Sun Belt",64,81,71,9,7,12,60,8,13,17,86.6,109.6,88.3,109.4,73.9,-1.15163,298,"Quadrant 4"
"3821",2024-12-05,"conf","Southeastern Louisiana","Nicholls St.","A","Southland","Southland",64,67,59,8,16,15,62,7,10,18,86.7,90.7,86.1,93,73.8,-2.295,236,"Quadrant 3"
"3822",2024-12-05,"conf","Fort Wayne","Detroit","A","Horizon","Horizon",78,79,59,8,9,21,60,12,13,13,113.7,115.2,112.7,125.2,68.6,1.70542,285,"Quadrant 4"
"3823",2024-12-05,"conf","Stephen F. Austin","UT Rio Grande Valley","A","Southland","Southland",65,68,58,14,14,26,54,10,17,21,92,96.2,91.2,91.3,70.7,0.360833,159,"Quadrant 3"
"3824",2024-12-06,"nc","Brown","Bryant","A","Ivy","America East",76,75,59,7,12,17,57,7,11,20,106.6,105.2,106.5,105.3,71.3,-0.307917,191,"Quadrant 3"
"3825",2024-12-06,"nc","Charleston Southern","Davidson","A","Big South","Atlantic 10",72,73,59,11,11,18,59,6,6,18,106.6,108.1,106,99.9,67.6,-2.6225,110,"Quadrant 2"
"3826",2024-12-06,"conf","Iona","Sacred Heart","A","Metro Atlantic","Metro Atlantic",59,83,60,13,19,16,57,10,16,21,80.5,113.3,78.3,112.6,73.3,-14.3385,252,"Quadrant 4"
"3827",2024-12-06,"conf","Quinnipiac","Rider","A","Metro Atlantic","Metro Atlantic",72,67,57,15,14,18,56,12,10,20,112.5,104.6,104.6,111,64,1.66333,323,"Quadrant 4"
"3828",2024-12-06,"conf","Siena","Niagara","A","Metro Atlantic","Metro Atlantic",68,69,54,7,6,14,45,3,8,20,114.1,115.8,107.6,118.6,59.6,-0.251667,296,"Quadrant 4"
"3829",2024-12-06,"conf","Manhattan","Saint Peter's","A","Metro Atlantic","Metro Atlantic",70,67,62,13,10,21,67,17,8,20,102.6,98.2,102.3,105.9,68.2,-2.42167,234,"Quadrant 3"
"3830",2024-12-06,"nc","Delaware","Duquesne","A","CAA","Atlantic 10",66,80,58,12,12,18,62,20,9,28,100.9,122.3,110.7,117.2,65.4,-1.16354,186,"Quadrant 3"
"3831",2024-12-06,"nc","Georgetown","West Virginia","A","Big East","Big 12",60,73,58,10,14,8,57,7,12,13,89.6,109,109.2,96.1,67,-0.775685,25,"Quadrant 1"
"3832",2024-12-06,"nc","North Texas","High Point","A","American","Big South",71,76,50,8,14,27,45,10,18,37,101.9,109,97.7,98.7,69.7,-3.03125,138,"Quadrant 3"
"3833",2024-12-06,"conf","Mount St. Mary's","Marist","A","Metro Atlantic","Metro Atlantic",50,53,55,10,13,11,54,8,17,4,78,82.7,79.7,86.7,64.1,-1.66833,195,"Quadrant 3"
"3834",2024-12-06,"conf","Illinois","Northwestern","A","Big Ten","Big Ten",66,70,67,7,11,11,72,10,4,17,87.8,93.1,100.3,85.9,66.8,2.64875,53,"Quadrant 1"
"3835",2024-12-06,"nc","Prairie View A&M","UAB","A","SWAC","American",66,95,64,12,13,16,61,14,14,24,91,131,95.5,115.3,72.5,-8.16529,178,"Quadrant 3"
"3836",2024-12-06,"nc","Miami OH","Indiana","A","Mid-American","Big Ten",57,76,65,12,8,11,52,9,16,19,84.9,113.2,95.7,102.2,67.1,-7.84835,56,"Quadrant 1"
"3837",2024-12-06,"nc","Portland","Kent St.","A","WCC","Mid-American",57,76,46,7,14,20,73,13,6,2,88.1,117.4,100.7,119.4,64.7,-5.98153,134,"Quadrant 2"
"3838",2024-12-06,"nc","Kennesaw St.","Georgia St.","A","CUSA","Sun Belt",81,77,61,10,11,27,65,17,14,25,108.9,103.6,104,111.4,74.3,-3.91792,300,"Quadrant 4"
"3839",2024-12-06,"conf","Merrimack","Canisius","A","Metro Atlantic","Metro Atlantic",60,52,54,8,5,28,64,13,13,8,90.8,78.7,76.6,85.2,66.1,-1.37216,359,"Quadrant 4"
"3840",2024-12-07,"nc","North Florida","Georgia Southern","A","Atlantic Sun","Sun Belt",91,93,78,11,11,14,73,14,14,22,108.3,110.6,104.4,121.3,74.7,-6.02042,290,"Quadrant 4"
"3841",2024-12-07,"nc","East Tennessee St.","Wichita St.","A","Southern","American",87,96,71,11,12,12,64,9,11,21,113.2,124.9,115,124.4,76.8,-10.9715,108,"Quadrant 2"
"3842",2024-12-07,"nc","Weber St.","North Dakota","A","Big Sky","Summit",75,80,53,5,11,14,64,19,8,29,113.3,120.8,102.2,119.3,66.2,-4.41083,305,"Quadrant 4"
"3843",2024-12-07,"nc","Lehigh","Dayton","A","Patriot","Atlantic 10",62,86,62,8,4,11,49,1,4,23,98.3,136.3,102.2,122.6,63.1,-15.34,54,"Quadrant 1"
"3844",2024-12-07,"nc","Binghamton","Le Moyne","A","America East","Northeast",72,62,53,12,14,17,60,9,6,15,113.2,97.5,105.2,106.3,63.6,3.23129,335,"Quadrant 4"
"3845",2024-12-07,"nc","Morehead St.","Ohio","A","Ohio Valley","Mid-American",76,88,61,12,13,24,62,9,11,18,104.1,120.6,104.6,118.4,73,-9.84196,165,"Quadrant 3"
"3846",2024-12-07,"nc","Western Kentucky","Evansville","A","CUSA","Missouri Valley",79,65,61,8,10,18,61,8,10,16,111.2,91.5,111.5,105.4,71.1,4.13617,308,"Quadrant 4"
"3847",2024-12-07,"nc","USC Upstate","Western Carolina","A","Big South","Southern",74,68,56,8,13,22,54,7,19,16,102,93.8,100,105.7,72.5,1.24625,351,"Quadrant 4"
"3848",2024-12-07,"nc","Nebraska Omaha","Sacramento St.","A","Summit","Big Sky",70,60,60,7,10,8,45,9,17,26,105.9,90.8,106.5,98.3,66.1,10.3353,329,"Quadrant 4"
"3849",2024-12-07,"nc","Marshall","UNC Wilmington","A","Sun Belt","CAA",69,78,64,15,13,24,55,8,13,27,94.4,106.7,91.9,103.5,73.1,-8.22733,166,"Quadrant 3"
"3850",2024-12-07,"nc","Nevada","Loyola Marymount","A","Mountain West","WCC",64,68,60,14,6,21,50,10,12,21,103.3,109.7,107.1,113.7,62,-6.28875,146,"Quadrant 3"
"3851",2024-12-07,"nc","Boise St.","Washington St.","N","Mountain West","WCC",69,74,66,13,10,20,57,6,13,18,95.1,102,95.3,101.7,72.5,-13.8171,65,"Quadrant 2"
"3852",2024-12-07,"nc","Wisconsin","Marquette","A","Big Ten","Big East",74,88,52,11,16,18,62,11,5,21,112.5,133.8,132.1,113,65.8,-3.09601,11,"Quadrant 1"
"3853",2024-12-07,"nc","Vermont","Yale","A","America East","Ivy",50,65,55,9,13,9,52,10,14,13,79.7,103.6,86.8,91.8,62.7,-3.35103,90,"Quadrant 2"
"3854",2024-12-07,"nc","Navy","NJIT","A","Patriot","America East",64,69,77,21,5,14,59,10,10,14,96,103.5,93.5,116.2,66.7,-0.22125,356,"Quadrant 4"
"3855",2024-12-07,"nc","UTSA","Arkansas","A","American","SEC",60,75,59,4,9,5,53,9,15,19,89.3,111.6,103.7,100.6,67.2,-3.38011,40,"Quadrant 1"
"3856",2024-12-07,"nc","Montana","St. Thomas","A","Big Sky","Summit",81,88,59,5,12,9,58,8,10,25,114,123.8,116.4,111.4,71.1,-1.06167,98,"Quadrant 2"
"3857",2024-12-07,"nc","Alcorn St.","Oklahoma","A","SWAC","SEC",78,94,57,9,18,12,64,10,12,14,108.1,130.2,115,113.6,72.2,-6.74468,45,"Quadrant 1"
"3858",2024-12-07,"nc","UNLV","Creighton","A","Mountain West","Big East",65,83,64,8,7,7,49,4,16,12,97.7,124.8,109.2,115,66.5,-10.1802,59,"Quadrant 1"
"3859",2024-12-07,"nc","East Carolina","South Carolina","A","American","SEC",68,75,55,9,6,14,50,8,10,17,114.6,126.3,124.9,120.1,59.4,-1.44587,93,"Quadrant 2"
"3860",2024-12-07,"nc","Mississippi Valley St.","Liberty","A","SWAC","CUSA",52,89,48,7,17,15,52,6,10,20,79.6,136.3,91.5,127.8,65.3,-18.6262,67,"Quadrant 1"
"3861",2024-12-07,"nc","Colorado St.","Colorado","A","Mountain West","Big 12",55,72,64,8,11,8,56,8,17,12,77.7,101.8,81,102.6,70.8,-15.3148,85,"Quadrant 2"
"3862",2024-12-07,"nc","Utah Valley","James Madison","A","WAC","Sun Belt",61,78,57,13,9,25,54,9,12,16,94.2,120.5,94.8,114.6,64.7,-9.99094,131,"Quadrant 2"
"3863",2024-12-07,"nc","Gonzaga","Kentucky","N","WCC","SEC",89,90,71,15,6,24,75,16,7,18,120.3,121.7,129.4,100.6,65.8,6.34542,12,"Quadrant 1"
"3864",2024-12-07,"nc","Eastern Washington","South Dakota St.","A","Big Sky","Summit",53,74,44,2,14,22,64,18,15,16,78.5,109.6,83.6,102.7,67.5,-10.2269,109,"Quadrant 2"
"3865",2024-12-07,"conf","Nebraska","Michigan St.","A","Big Ten","Big Ten",52,89,54,4,11,18,56,12,17,23,73.5,125.8,91.8,106.7,70.7,-10.4317,19,"Quadrant 1"
"3866",2024-12-07,"nc","South Florida","Loyola Chicago","A","American","Atlantic 10",72,74,53,7,16,16,61,8,7,23,102.5,105.3,108.4,102.3,70.3,2.2775,161,"Quadrant 3"
"3867",2024-12-07,"conf","Lamar","UT Rio Grande Valley","A","Southland","Southland",84,52,64,10,10,7,54,10,17,12,125.3,77.6,118,79.2,67,12.4507,159,"Quadrant 3"
"3868",2024-12-07,"nc","George Washington","Old Dominion","A","Atlantic 10","Sun Belt",78,70,49,13,12,37,64,18,14,17,116.7,104.8,108.7,113.6,66.8,0.960587,346,"Quadrant 4"
"3869",2024-12-07,"nc","Albany","Boston University","A","America East","Patriot",74,80,62,10,10,14,52,13,19,26,106.5,115.1,106,120.1,61.8,-1.70417,273,"Quadrant 4"
"3870",2024-12-07,"nc","Grambling St.","Pepperdine","A","SWAC","WCC",57,85,55,8,14,18,69,11,8,9,81.5,121.6,84.7,121,69.9,-15.1065,192,"Quadrant 3"
"3871",2024-12-07,"nc","La Salle","Saint Joseph's","N","Atlantic 10","Atlantic 10",68,82,60,14,12,21,60,6,9,16,98.1,118.3,106.1,116.7,69.3,-7.17812,101,"Quadrant 3"
"3872",2024-12-07,"nc","South Dakota","Northern Arizona","A","Summit","Big Sky",82,95,62,10,9,33,55,6,9,35,108.4,125.6,100.6,125.7,75.7,-11.0791,270,"Quadrant 4"
"3873",2024-12-07,"nc","Buffalo","St. Bonaventure","A","Mid-American","Atlantic 10",55,65,48,5,18,7,47,6,11,24,86.1,101.8,94.1,96.7,63.9,-8.60747,51,"Quadrant 1"
"3874",2024-12-07,"nc","San Diego","San Diego St.","A","WCC","Mountain West",57,74,55,8,16,23,66,11,11,15,77.5,100.6,92.4,92.2,73.5,-5.76706,35,"Quadrant 1"
"3875",2024-12-07,"nc","Idaho","Oregon St.","A","Big Sky","WCC",62,78,51,12,16,16,64,14,5,17,98.7,124.1,104.1,113.4,62.8,-8.73677,66,"Quadrant 1"
"3876",2024-12-07,"nc","Lafayette","Mercyhurst","A","Patriot","Northeast",77,73,51,11,14,21,51,6,11,17,120.3,114,110,127.1,64,-4.68958,337,"Quadrant 4"
"3877",2024-12-07,"nc","Southern","Tulsa","A","SWAC","American",70,66,62,15,7,25,51,9,13,21,107,100.9,105.3,106.1,65.4,2.8025,325,"Quadrant 4"
"3878",2024-12-07,"conf","Cal St. Fullerton","UC Riverside","A","Big West","Big West",68,75,50,7,15,26,53,4,9,21,98.3,108.4,102.3,107.2,69.2,-1.48875,154,"Quadrant 3"
"3879",2024-12-07,"nc","Wofford","Elon","A","Southern","CAA",56,79,73,19,9,8,47,6,16,16,85.2,120.2,90.8,114.7,65.7,-9.3435,113,"Quadrant 2"
"3880",2024-12-07,"nc","UNC Greensboro","North Carolina A&T","A","Southern","CAA",67,55,55,12,12,18,56,8,10,13,104.9,86.1,96.3,92.1,63.9,3.71202,322,"Quadrant 4"
"3881",2024-12-07,"conf","Northern Kentucky","IUPUI","A","Horizon","Horizon",66,64,58,7,10,7,47,7,16,9,105.9,102.7,93.5,102.5,62.3,0.30125,331,"Quadrant 4"
"3882",2024-12-07,"nc","Middle Tennessee","Belmont","A","CUSA","Missouri Valley",79,82,66,12,14,12,73,19,8,21,108.5,112.6,103.7,107.9,72.8,-5.08917,117,"Quadrant 2"
"3883",2024-12-07,"conf","New Orleans","Nicholls St.","A","Southland","Southland",70,73,55,10,13,25,66,17,9,21,101.6,105.9,100.2,109.2,68.9,-3.26583,236,"Quadrant 3"
