"","date","type","team","opp","location","conf","opp_conf","pts","opp_pts","fga","oreb","to","fta","opp_fga","opp_oreb","opp_to","opp_fta","off_ppp","def_ppp","adj_o","adj_d","tempo","avg_marg","net","quad"
"509",2024-11-16,"nc","Creighton","UMKC","H","Big East","Summit",79,56,63,11,14,8,75,12,6,4,112.3,79.6,110.9,82.4,70.3,15.3132,212,"Quadrant 4"
"510",2024-11-16,"nc","Massachusetts","Hofstra","H","Atlantic 10","CAA",71,75,67,14,9,20,60,10,14,20,97.9,103.4,101.3,117.6,64.4,-5.5875,170,"Quadrant 4"
"511",2024-11-16,"nc","UMBC","Saint Peter's","H","America East","Metro Atlantic",61,69,55,12,9,22,58,16,14,11,98.6,111.6,99.4,119.2,61.8,-2.60168,234,"Quadrant 4"
"512",2024-11-16,"nc","Oklahoma","Stetson","H","SEC","Atlantic Sun",85,64,69,15,11,10,50,7,23,9,121.4,91.4,106.3,101.8,70,9.43925,349,"Quadrant 4"
"513",2024-11-16,"nc","San Francisco","Chicago St.","H","WCC","Northeast",82,37,64,14,14,17,55,8,24,6,112.4,50.7,104.2,65.8,73,20.9459,354,"Quadrant 4"
"514",2024-11-16,"nc","William & Mary","North Carolina Central","N","CAA","MEAC",76,78,47,6,15,29,57,8,15,19,106.4,109.2,97.6,114.3,71.4,-1.36375,302,"Quadrant 4"
"515",2024-11-16,"nc","Saint Louis","Loyola Marymount","H","Atlantic 10","WCC",77,71,61,12,12,19,62,13,12,19,110,101.4,117.6,101.8,70,8.73296,146,"Quadrant 3"
"516",2024-11-16,"nc","Davidson","East Tennessee St.","H","Atlantic 10","Southern",76,70,47,12,13,32,56,8,8,14,120.8,111.2,114.4,111.4,62.9,2.07542,142,"Quadrant 3"
"517",2024-11-16,"nc","Seton Hall","Wagner","H","Big East","Northeast",54,28,44,7,12,10,46,9,14,4,101.3,52.5,94.5,68.6,53.3,9.03468,345,"Quadrant 4"
"518",2024-11-16,"nc","Drake","Florida Gulf Coast","H","Missouri Valley","Atlantic Sun",63,61,45,10,16,25,49,5,15,8,100.3,97.1,97.7,96.2,62.8,2.22542,158,"Quadrant 3"
"519",2024-11-16,"nc","Western Illinois","Central Arkansas","H","Ohio Valley","Atlantic Sun",63,61,54,9,7,20,53,8,13,7,102.6,99.3,95,115.1,61.4,-3.65333,342,"Quadrant 4"
"520",2024-11-16,"nc","East Carolina","George Mason","H","American","Atlantic 10",78,77,71,24,14,32,60,11,19,25,100,98.7,110.8,100.6,62.4,0.375833,79,"Quadrant 3"
"521",2024-11-16,"nc","Long Beach St.","Portland","H","Big West","WCC",61,63,55,11,9,19,52,10,10,17,99.9,103.2,91.1,114.2,61,-4.10125,326,"Quadrant 4"
"522",2024-11-16,"nc","Duke","Wofford","H","ACC","Southern",86,35,62,14,10,11,57,12,19,3,133.7,54.4,124.6,55.9,64.3,26.9825,144,"Quadrant 3"
"523",2024-11-16,"nc","Brown","Holy Cross","H","Ivy","Patriot",65,73,63,17,16,10,56,9,11,14,98.9,111.1,89.2,113.5,65.7,-4.16765,250,"Quadrant 4"
"524",2024-11-16,"nc","Indiana","South Carolina","H","Big Ten","SEC",87,71,51,7,11,33,63,13,12,23,121.2,98.9,125.7,98.8,71.8,8.76393,93,"Quadrant 3"
"525",2024-11-16,"nc","Missouri St.","Tulsa","H","Missouri Valley","American",111,106,68,11,21,51,89,22,18,44,106.7,101.9,103.9,108.2,75.7,7.48583,325,"Quadrant 4"
"526",2024-11-16,"nc","Columbia","Mercyhurst","H","Ivy","Northeast",77,63,56,11,12,13,51,6,10,18,121.5,99.4,111,110.9,63.4,7.9515,337,"Quadrant 4"
"527",2024-11-16,"nc","Kansas","Oakland","H","Big 12","Horizon",78,57,56,6,8,11,55,10,12,12,123.9,90.5,119.1,90.9,63,13.6758,229,"Quadrant 4"
"528",2024-11-16,"nc","Longwood","Tennessee Martin","H","Big South","Ohio Valley",64,62,54,13,16,21,60,15,16,17,94.1,91.1,91.1,103,68,-6.76583,274,"Quadrant 4"
"529",2024-11-16,"nc","Hampton","Norfolk St.","H","CAA","MEAC",58,67,67,24,12,14,49,11,12,22,95,109.7,90.5,110.3,61,-8.23637,141,"Quadrant 3"
"530",2024-11-16,"nc","Arkansas St.","Stephen F. Austin","H","Sun Belt","Southland",59,49,61,19,11,28,54,16,16,21,90.6,75.2,95.9,89.9,65.1,3.58507,232,"Quadrant 4"
"531",2024-11-16,"nc","Bradley","Northern Illinois","H","Missouri Valley","Mid-American",76,60,43,4,16,24,55,6,12,14,113.4,89.5,104.2,105.4,67,6.67148,350,"Quadrant 4"
"532",2024-11-16,"nc","Providence","Green Bay","H","Big East","Horizon",79,65,62,15,6,28,56,6,11,15,117.5,96.7,101.5,107.1,67.2,2.17428,334,"Quadrant 4"
"533",2024-11-16,"nc","Mississippi","Colorado St.","N","SEC","Mountain West",84,69,55,9,4,26,50,7,15,11,133.8,109.9,148.1,106.4,62.8,14.9473,99,"Quadrant 2"
"534",2024-11-16,"nc","Xavier","Wake Forest","H","Big East","ACC",75,60,57,12,12,22,47,7,18,15,113.1,90.5,121.9,95,66.3,7.56512,88,"Quadrant 3"
"535",2024-11-16,"nc","Mount St. Mary's","St. Francis PA","H","Metro Atlantic","Northeast",66,58,56,12,16,20,61,11,12,9,97.2,85.4,89.7,91.5,67.9,5.76417,320,"Quadrant 4"
"536",2024-11-16,"nc","Texas","Mississippi Valley St.","H","SEC","SWAC",89,43,45,7,7,36,51,5,14,13,138.8,67,108.8,99.3,64.1,8.0699,364,"Quadrant 4"
"537",2024-11-16,"nc","UC San Diego","Seattle","H","Big West","WAC",71,84,52,4,8,19,48,8,12,27,109.4,129.4,105.8,132.5,64.9,-11.7471,157,"Quadrant 3"
"538",2024-11-16,"nc","Cal St. Bakersfield","Fresno St.","H","Big West","Mountain West",74,56,65,19,17,18,56,7,15,19,102.4,77.5,97.1,88.3,72.3,3.9053,263,"Quadrant 4"
"539",2024-11-16,"nc","Minnesota","Yale","H","Big Ten","Ivy",59,56,55,17,3,26,45,10,14,12,109.2,103.7,107.1,101.1,54,-3.57417,90,"Quadrant 3"
"540",2024-11-16,"nc","Evansville","Radford","H","Missouri Valley","Big South",81,92,54,9,11,14,55,9,9,19,127.9,145.3,128.7,138.4,63.3,6.65514,180,"Quadrant 4"
"541",2024-11-16,"nc","Middle Tennessee","Murray St.","H","CUSA","Missouri Valley",67,88,64,12,7,19,52,4,12,16,98.8,129.8,101.3,126.8,67.8,-8.0053,129,"Quadrant 3"
"542",2024-11-16,"nc","South Alabama","Mercer","H","Sun Belt","Southern",75,66,60,12,9,25,58,5,11,11,108.6,95.6,103.9,99.1,69.1,7.02909,215,"Quadrant 4"
"543",2024-11-16,"nc","Wyoming","Utah Tech","H","Mountain West","WAC",86,69,58,16,16,31,59,10,9,31,118.3,94.9,111.2,101.8,72.7,11.1286,289,"Quadrant 4"
"544",2024-11-16,"nc","Drexel","La Salle","H","CAA","Atlantic 10",68,71,64,9,9,11,62,8,10,12,97.9,102.2,94.7,108.5,69.5,-6.48458,155,"Quadrant 3"
"545",2024-11-16,"nc","Cornell","Lafayette","H","Ivy","Patriot",81,71,56,14,12,27,61,14,16,15,118.3,103.7,114.4,115.4,68.5,5.62722,276,"Quadrant 4"
"546",2024-11-16,"nc","Winthrop","Georgia Southern","H","Big South","Sun Belt",87,89,51,7,20,49,68,10,16,28,99.7,102,94.7,113.4,87.3,-3.60083,290,"Quadrant 4"
"547",2024-11-16,"nc","Sacred Heart","New Hampshire","N","Metro Atlantic","America East",80,63,60,17,11,24,48,4,14,14,123,96.9,114.4,116.3,65,8.23286,360,"Quadrant 4"
"548",2024-11-16,"nc","Vanderbilt","Jackson St.","H","SEC","SWAC",94,81,63,7,9,17,63,18,14,30,128.5,110.7,130.9,123.3,73.2,12.4139,317,"Quadrant 4"
"549",2024-11-16,"nc","Detroit","Toledo","H","Horizon","Mid-American",67,82,58,10,16,16,65,11,8,24,92.4,113.1,90.5,109,72.5,-3.04892,202,"Quadrant 4"
"550",2024-11-16,"nc","Towson","James Madison","H","CAA","Sun Belt",67,63,55,6,8,13,58,9,13,9,103.5,97.3,100.7,95.7,64.7,1.72458,131,"Quadrant 3"
"551",2024-11-16,"nc","UTSA","Little Rock","H","American","Ohio Valley",64,81,60,18,17,27,55,6,14,20,88.7,112.2,91.3,124.2,72.2,-8.96718,242,"Quadrant 4"
"552",2024-11-16,"nc","Tennessee St.","Alabama A&M","H","Ohio Valley","SWAC",81,71,59,13,20,32,76,23,17,24,99.6,87.3,89.1,101.4,81.3,2.17054,361,"Quadrant 4"
"553",2024-11-16,"nc","Southern Utah","Nebraska Omaha","H","WAC","Summit",79,73,61,12,9,24,61,7,8,16,113.7,105,109.3,105.7,69.5,6.40417,254,"Quadrant 4"
"554",2024-11-16,"nc","Northeastern","Central Connecticut","N","CAA","Northeast",80,62,60,5,12,7,54,6,15,11,115.5,89.5,120.3,94.6,69.3,11.4801,135,"Quadrant 3"
"555",2024-11-16,"nc","Abilene Christian","Texas St.","H","WAC","Sun Belt",72,60,49,9,20,22,37,4,17,38,104,86.6,99.4,85.5,69.2,7.63875,163,"Quadrant 4"
"556",2024-11-16,"nc","Bethune Cookman","South Carolina St.","H","SWAC","MEAC",75,62,53,7,12,30,60,13,15,22,103.7,85.7,103.1,92.4,72.3,6.16398,223,"Quadrant 4"
"557",2024-11-16,"nc","Syracuse","Youngstown St.","H","ACC","Horizon",104,95,73,13,11,38,72,6,10,30,116,106,119,121.5,71.7,-2.20427,182,"Quadrant 4"
"558",2024-11-16,"nc","Incarnate Word","Arkansas Pine Bluff","H","Southland","SWAC",92,64,63,12,8,15,56,8,13,15,137.1,95.3,111.7,112.2,67.1,7.05421,363,"Quadrant 4"
"559",2024-11-16,"nc","Boston University","Dartmouth","H","Patriot","Ivy",78,50,55,9,12,20,58,8,10,17,115.1,73.8,104.3,86.5,67.8,6.5314,279,"Quadrant 4"
"560",2024-11-16,"nc","Sacramento St.","Cal St. Northridge","H","Big Sky","Big West",69,79,53,9,16,20,50,9,14,31,99.1,113.5,107.4,109.5,69.6,6.53621,96,"Quadrant 3"
"561",2024-11-16,"nc","Ball St.","Indiana St.","H","Mid-American","Missouri Valley",84,94,57,5,8,46,56,4,13,29,104.6,117,99.2,111.6,80.3,-2.00597,175,"Quadrant 4"
"562",2024-11-16,"nc","Morgan St.","NJIT","H","MEAC","America East",81,69,62,11,9,24,61,11,11,17,115.3,98.2,102.8,120.9,70.2,-0.291209,356,"Quadrant 4"
"563",2024-11-16,"nc","UC Irvine","Pepperdine","H","Big West","WCC",80,62,69,15,10,14,60,5,8,13,114.4,88.7,107.8,98,69.9,1.30813,192,"Quadrant 4"
"564",2024-11-16,"nc","San Diego","Idaho St.","H","WCC","Big Sky",66,78,60,9,17,19,59,11,16,25,86.3,102,83.7,109.2,76.4,-7.57273,167,"Quadrant 4"
"565",2024-11-16,"nc","Albany","Siena","H","America East","Metro Atlantic",70,60,52,11,13,24,58,11,14,13,105.6,90.5,99.2,100.8,66.3,2.51657,245,"Quadrant 4"
"566",2024-11-16,"nc","Michigan St.","Bowling Green","H","Big Ten","Mid-American",86,72,59,15,11,32,62,9,12,14,121.3,101.5,109.4,114.2,70.9,-2.54576,286,"Quadrant 4"
"567",2024-11-16,"nc","Fort Wayne","Southern Indiana","H","Horizon","Ohio Valley",93,74,56,8,8,28,54,5,11,16,135.9,108.1,124.7,123,68.4,8.09348,319,"Quadrant 4"
"568",2024-11-16,"nc","BYU","Idaho","H","Big 12","Big Sky",95,71,59,8,6,30,52,4,19,11,132.4,99,117.1,103.2,71.7,4.38766,246,"Quadrant 4"
"569",2024-11-16,"nc","Georgetown","Notre Dame","H","Big East","ACC",63,84,70,18,5,16,54,8,12,12,98.2,130.9,99.4,122.7,64.2,-10.6348,100,"Quadrant 3"
"570",2024-11-16,"nc","Kennesaw St.","Presbyterian","H","CUSA","Big South",85,67,58,13,10,29,49,10,14,28,125.9,99.2,123.4,99.7,67.5,17.6226,237,"Quadrant 4"
"571",2024-11-16,"nc","Cleveland St.","Eastern Michigan","H","Horizon","Mid-American",71,63,52,8,14,18,56,14,17,14,107.4,95.3,97.2,103.6,66.1,2.44948,297,"Quadrant 4"
"572",2024-11-16,"nc","Liberty","Florida Atlantic","N","CUSA","American",74,77,61,10,12,21,59,4,13,12,100.9,105,101.2,97.1,65.2,2.98292,104,"Quadrant 3"
"573",2024-11-16,"nc","VCU","Loyola MD","H","Atlantic 10","Patriot",83,57,61,12,11,22,57,10,17,19,115.7,79.5,102,92.3,71.7,5.21458,261,"Quadrant 4"
"574",2024-11-17,"nc","William & Mary","Georgia Southern","N","CAA","Sun Belt",102,87,67,10,11,26,66,14,17,24,126.9,108.2,122.2,119.1,80.4,6.42261,290,"Quadrant 4"
"575",2024-11-17,"nc","Boise St.","Clemson","H","Mountain West","ACC",84,71,55,11,12,30,68,14,8,20,118.5,100.2,123.3,97,70.9,2.44577,37,"Quadrant 2"
"576",2024-11-17,"nc","St. John's","New Mexico","H","Big East","Mountain West",85,71,68,22,16,20,64,16,11,18,122.3,102.1,125.8,95.6,69.5,7.40283,68,"Quadrant 2"
"577",2024-11-17,"nc","Colorado","Harvard","H","Big 12","Ivy",88,66,56,11,13,25,65,11,8,14,127.1,95.3,119.1,106.9,69.3,8.21914,281,"Quadrant 4"
"578",2024-11-17,"nc","Hawaii","Weber St.","H","Big West","Big Sky",73,68,51,12,13,40,60,9,10,20,103.2,96.1,93,101.1,62.9,-2.21125,272,"Quadrant 4"
"579",2024-11-17,"nc","Southeast Missouri St.","Chattanooga","H","Ohio Valley","Southern",82,87,70,7,8,17,58,7,15,31,102.6,108.9,95.7,106.4,79.9,-3.22708,201,"Quadrant 4"
"580",2024-11-17,"nc","Brown","Sacred Heart","H","Ivy","Metro Atlantic",89,70,55,6,9,18,59,6,8,11,134.1,105.4,122.9,112,66.4,5.60009,252,"Quadrant 4"
"581",2024-11-17,"nc","San Jose St.","UC Santa Barbara","H","Mountain West","Big West",59,64,54,10,9,10,55,10,8,9,102.6,111.3,102.3,110,57.5,-1.65917,136,"Quadrant 3"
"582",2024-11-17,"nc","Miami FL","Coppin St.","H","ACC","MEAC",93,63,64,10,9,9,56,7,8,21,138.5,93.9,129.4,117.1,67.1,16.0989,358,"Quadrant 4"
"583",2024-11-17,"nc","Western Kentucky","Lipscomb","H","CUSA","Atlantic Sun",66,61,63,10,13,18,66,9,13,11,88.1,81.5,92.7,82.4,74.9,-0.15875,70,"Quadrant 2"
"584",2024-11-17,"nc","Winthrop","North Carolina Central","H","Big South","MEAC",77,75,54,13,15,26,58,9,14,15,111.2,108.3,99.9,115.8,69.2,-0.539167,302,"Quadrant 4"
"585",2024-11-17,"nc","The Citadel","North Carolina A&T","H","Southern","CAA",73,82,62,15,16,17,58,5,2,30,104,116.9,98.2,121.3,70.2,-0.677406,322,"Quadrant 4"
"586",2024-11-17,"nc","Denver","Montana St.","H","Summit","Big Sky",79,78,52,8,20,31,55,11,13,37,103.1,101.8,107.6,98.7,76.7,9.63125,179,"Quadrant 4"
"587",2024-11-17,"nc","Merrimack","Princeton","H","Metro Atlantic","Ivy",57,68,56,8,8,10,49,11,15,9,96.6,115.2,98,109.9,59,-1.45238,124,"Quadrant 3"
"588",2024-11-17,"nc","Washington","UMass Lowell","H","Big Ten","America East",74,69,73,27,12,26,56,10,12,26,105.2,98.1,97.4,97.5,70.3,1.20333,152,"Quadrant 3"
"589",2024-11-17,"nc","Tennessee","Austin Peay","H","SEC","Atlantic Sun",103,68,58,13,11,33,62,11,13,17,143.3,94.6,140.3,111.5,71.9,17.4744,278,"Quadrant 4"
"590",2024-11-17,"nc","Saint Mary's","Nebraska","N","WCC","Big Ten",77,74,61,17,9,25,49,13,15,29,118.8,114.2,139.2,106.7,64.8,5.19708,33,"Quadrant 1"
"591",2024-11-17,"nc","Baylor","Tarleton St.","H","Big 12","WAC",104,41,60,18,12,36,39,2,28,11,147.2,58,139.1,74.3,70.7,27.8886,316,"Quadrant 4"
"592",2024-11-17,"nc","Navy","Campbell","H","Patriot","CAA",66,86,55,10,15,24,60,9,9,22,93.1,121.3,93.9,128,70.9,-4.88686,288,"Quadrant 4"
"593",2024-11-17,"nc","Oregon","Troy","H","Big Ten","Sun Belt",82,61,56,10,17,19,67,13,17,10,111,82.6,115.6,83.4,73.9,13.7513,112,"Quadrant 3"
"594",2024-11-17,"nc","Arizona St.","St. Thomas","H","Big 12","Summit",81,66,54,11,13,26,66,9,10,5,117.6,95.8,111.3,93.5,68.9,3.41416,98,"Quadrant 3"
"595",2024-11-17,"nc","Western Michigan","Canisius","H","Mid-American","Metro Atlantic",92,69,60,4,7,10,64,7,5,16,134,100.5,112.8,109,68.7,10.3793,359,"Quadrant 4"
"596",2024-11-17,"nc","Samford","Texas Southern","H","Southern","SWAC",97,82,72,11,9,12,61,14,16,26,128.4,108.6,125.9,117.9,75.5,12.3327,340,"Quadrant 4"
"597",2024-11-17,"nc","Fairleigh Dickinson","Manhattan","H","Northeast","Metro Atlantic",85,82,64,14,11,16,64,14,13,13,123.4,119,112.1,117,68.9,6.83458,258,"Quadrant 4"
"598",2024-11-17,"nc","Eastern Washington","Cal Poly","H","Big Sky","Big West",78,82,60,9,19,16,64,12,22,11,99.5,104.6,91.9,107.9,78.4,-5.935,209,"Quadrant 4"
"599",2024-11-17,"nc","Coastal Carolina","Jacksonville St.","H","Sun Belt","CUSA",53,71,53,6,5,14,54,5,3,12,91.1,122,84.5,117.7,58.2,-11.7738,153,"Quadrant 3"
"600",2024-11-17,"nc","Stanford","UC Davis","H","ACC","Big West",79,65,67,16,10,25,53,3,14,17,109,89.7,113.5,101.1,72.5,9.62922,219,"Quadrant 4"
"601",2024-11-17,"nc","Robert Morris","New Orleans","H","Horizon","Southland",73,62,52,12,20,28,50,4,14,26,100.2,85.1,92.9,92.9,72.8,7.50682,336,"Quadrant 4"
"602",2024-11-17,"nc","Utah","Mississippi St.","N","Big 12","SEC",73,78,62,10,13,14,67,17,7,33,101.2,108.1,112.6,92.5,72.2,1.27458,14,"Quadrant 1"
"603",2024-11-17,"nc","USC","California","H","Big Ten","ACC",66,71,57,9,10,14,55,7,13,13,100.1,107.7,96,99.8,65.9,-0.980417,119,"Quadrant 3"
"604",2024-11-17,"nc","New Hampshire","Holy Cross","N","America East","Patriot",72,74,50,5,11,16,54,10,9,20,114.2,117.4,105.4,117.1,63,2.30333,250,"Quadrant 4"
"605",2024-11-17,"nc","College of Charleston","Liberty","H","CAA","CUSA",47,68,52,10,15,14,50,5,15,15,71.9,104,84,96.6,65.4,-4.59758,67,"Quadrant 2"
"606",2024-11-17,"nc","Stonehill","Lindenwood","N","Northeast","Ohio Valley",74,75,51,5,13,17,59,15,12,24,110.1,111.5,109.7,124.9,67.2,1.96667,311,"Quadrant 4"
"607",2024-11-17,"nc","Lamar","Sam Houston St.","H","Southland","CUSA",72,85,64,22,14,25,57,9,10,18,107.1,126.5,98.1,121.2,67.2,-8.36476,173,"Quadrant 4"
"608",2024-11-18,"nc","Michigan","Miami OH","H","Big Ten","Mid-American",94,67,60,13,18,15,65,8,13,8,128.8,91.8,119.3,98.3,73,8.02736,156,"Quadrant 3"
"609",2024-11-18,"nc","North Carolina St.","Colgate","H","ACC","Patriot",72,49,54,6,12,26,63,9,15,5,100.2,68.2,93.6,73.5,71.9,13.7342,283,"Quadrant 4"
"610",2024-11-18,"nc","Wisconsin","UT Rio Grande Valley","H","Big Ten","Southland",87,84,53,9,9,32,63,7,10,11,124.8,120.5,117.2,120.8,69.7,-2.10292,159,"Quadrant 3"
"611",2024-11-18,"nc","SMU","Prairie View A&M","H","ACC","SWAC",110,69,74,23,14,31,71,15,15,23,136.1,85.4,113.3,97.4,80.8,7.43469,307,"Quadrant 4"
"612",2024-11-18,"nc","San Diego St.","Gonzaga","H","Mountain West","WCC",67,80,61,10,11,18,57,12,8,31,96.9,115.7,106.3,100.2,69.1,-8.77225,6,"Quadrant 1"
"613",2024-11-18,"nc","Louisiana Monroe","Southeastern Louisiana","H","Sun Belt","Southland",67,70,53,6,13,20,53,4,17,9,95.9,100.2,95.1,112.3,69.9,-5.41833,244,"Quadrant 4"
"614",2024-11-18,"nc","North Florida","UNC Asheville","H","Atlantic Sun","Big South",75,89,70,11,6,8,69,16,5,17,111.2,132,107.9,126.8,67.4,-3.64547,211,"Quadrant 4"
"615",2024-11-18,"nc","McNeese St.","North Texas","H","Southland","American",68,61,43,10,13,39,54,16,15,23,105.9,95,113.2,95.4,64.2,2.99328,69,"Quadrant 2"
"616",2024-11-18,"nc","FIU","Howard","H","CUSA","MEAC",70,75,64,10,9,18,61,13,15,17,98.2,105.2,88.1,104.7,71.3,-2.21,295,"Quadrant 4"
"617",2024-11-18,"nc","Cal St. Fullerton","Idaho St.","H","Big West","Big Sky",62,61,49,6,15,8,68,22,10,14,99.6,98,97.3,104.2,62.2,1.37625,167,"Quadrant 4"
"618",2024-11-18,"nc","Southern Illinois","North Dakota St.","H","Missouri Valley","Summit",69,44,56,5,7,15,68,15,9,7,105.8,67.5,99.6,62.2,65.2,12.3692,116,"Quadrant 3"
"619",2024-11-18,"nc","Auburn","North Alabama","H","SEC","Atlantic Sun",102,69,63,8,11,17,64,8,13,11,137.6,93.1,129.4,97.8,74.2,10.3067,143,"Quadrant 3"
"620",2024-11-18,"nc","Washington St.","Northern Colorado","H","WCC","Big Sky",83,69,57,6,12,16,68,11,6,17,117.2,97.4,109.7,97.1,70.8,4.16422,137,"Quadrant 3"
"621",2024-11-18,"nc","Wichita St.","Monmouth","H","American","CAA",70,66,54,8,10,31,58,11,14,18,99.8,94.1,90.9,101.4,70.1,-1.16292,277,"Quadrant 4"
"622",2024-11-18,"nc","George Washington","NJIT","H","Atlantic 10","America East",84,64,55,9,7,29,55,10,18,10,124.9,95.1,112.7,116,67.3,6.69033,356,"Quadrant 4"
"623",2024-11-18,"nc","High Point","American","H","Big South","Patriot",80,73,51,9,8,21,52,12,11,12,137.1,125.1,128.3,130.4,58.3,3.98417,269,"Quadrant 4"
"624",2024-11-18,"nc","Pittsburgh","VMI","H","ACC","Southern",93,48,64,12,8,14,60,13,15,18,135.6,70,115.6,87.9,68.6,13.8468,309,"Quadrant 4"
"625",2024-11-18,"nc","Utah St.","Montana","H","Mountain West","Big Sky",95,83,58,12,12,36,62,15,18,20,127,111,122,109.9,74.8,6.88718,147,"Quadrant 3"
"626",2024-11-18,"nc","Delaware","Bryant","H","CAA","America East",84,85,68,10,10,21,65,11,17,15,107.6,108.9,103.3,113.3,78.1,-4.03458,191,"Quadrant 4"
"627",2024-11-18,"nc","Iowa St.","IUPUI","H","Big 12","Horizon",87,52,62,11,9,24,52,6,19,9,123.7,73.9,104.4,78.3,70.3,16.663,331,"Quadrant 4"
"628",2024-11-18,"nc","Arkansas","Pacific","H","SEC","WCC",91,72,52,3,15,25,60,8,17,13,120.5,95.3,111,102.6,75.5,8.38153,310,"Quadrant 4"
"629",2024-11-18,"nc","Texas Tech","Arkansas Pine Bluff","H","Big 12","SWAC",98,64,62,10,15,12,48,5,23,13,135.3,88.4,112,102.2,72.4,13.308,363,"Quadrant 4"
"630",2024-11-19,"nc","Santa Clara","UC Riverside","H","WCC","Big West",96,54,60,12,13,15,68,16,10,13,140.9,79.2,132.4,89.9,68.2,13.6787,154,"Quadrant 3"
"631",2024-11-19,"nc","Charlotte","Gardner Webb","H","American","Big South",60,54,57,11,8,20,51,8,13,18,93.7,84.3,88.4,88.9,64,1.96292,226,"Quadrant 4"
"632",2024-11-19,"nc","West Georgia","Troy","H","Atlantic Sun","Sun Belt",65,84,61,15,16,6,49,10,11,27,101.8,131.6,106,133.3,63.8,-10.9244,112,"Quadrant 3"
"633",2024-11-19,"nc","Providence","Delaware St.","H","Big East","MEAC",78,48,59,16,10,13,53,7,8,15,129.7,79.8,114.5,93.6,60.2,10.0746,299,"Quadrant 4"
"634",2024-11-19,"nc","Georgia","Alabama A&M","H","SEC","SWAC",93,45,53,17,16,41,54,9,21,12,129.9,62.9,110.9,80.9,71.6,15.7071,361,"Quadrant 4"
"635",2024-11-19,"nc","TCU","Alcorn St.","H","Big 12","SWAC",71,48,55,11,11,19,56,13,18,12,108.6,73.4,97.2,80,65.4,13.1162,352,"Quadrant 4"
"636",2024-11-19,"nc","Vermont","Buffalo","H","America East","Mid-American",78,67,57,8,5,22,55,12,12,22,120.1,103.2,109.1,112.9,64.9,7.08362,327,"Quadrant 4"
"637",2024-11-19,"nc","Boston College","Loyola MD","H","ACC","Patriot",82,61,72,22,8,14,58,7,13,4,125.6,93.5,114.8,103.3,65.3,8.52802,261,"Quadrant 4"
"638",2024-11-19,"nc","Iowa","Rider","H","Big Ten","Metro Atlantic",83,58,64,10,8,21,54,8,20,13,115.2,80.5,103.7,88.7,72.1,12.5041,323,"Quadrant 4"
"639",2024-11-19,"nc","Marquette","Purdue","H","Big East","Big Ten",76,58,60,6,6,15,50,5,15,18,112,85.5,113.8,77.9,67.8,5.60719,26,"Quadrant 1"
"640",2024-11-19,"nc","Missouri St.","UT Arlington","H","Missouri Valley","WAC",78,68,57,13,10,34,48,4,18,19,110.5,96.3,100.5,97.2,70.6,1.50927,187,"Quadrant 4"
"641",2024-11-19,"nc","Minnesota","Cleveland St.","H","Big Ten","Horizon",58,47,52,9,14,19,54,7,15,4,89.3,72.3,84.7,82.2,65,1.10936,238,"Quadrant 4"
"642",2024-11-19,"nc","Belmont","Oral Roberts","H","Missouri Valley","Summit",90,80,59,9,14,27,63,5,14,15,115.4,102.6,100.1,112.1,78,-4.43225,341,"Quadrant 4"
"643",2024-11-19,"nc","Kentucky","Lipscomb","H","SEC","Atlantic Sun",97,68,62,9,8,21,67,7,6,12,136,95.3,144.9,95.4,71.3,15.9196,70,"Quadrant 2"
"644",2024-11-19,"nc","LSU","Charleston Southern","H","SEC","Big South",77,68,59,13,11,23,66,18,9,21,114.2,100.8,105.2,109.6,67.4,0.712179,275,"Quadrant 4"
"645",2024-11-19,"nc","Ohio St.","Evansville","H","Big Ten","Missouri Valley",80,30,54,8,10,26,58,7,11,10,118.4,44.4,104.1,67.7,67.6,8.60626,308,"Quadrant 4"
"646",2024-11-19,"nc","Michigan St.","Samford","H","Big Ten","Southern",83,75,55,10,14,23,57,11,19,14,117.3,106,110.2,99.5,70.8,2.29878,95,"Quadrant 3"
"647",2024-11-19,"nc","Loyola Chicago","Southern Utah","H","Atlantic 10","WAC",76,72,60,14,7,22,55,10,10,27,115.8,109.7,112.5,113.2,65.6,2.3725,230,"Quadrant 4"
"648",2024-11-19,"nc","DePaul","Eastern Illinois","H","Big East","Ohio Valley",78,69,53,12,17,23,57,10,14,17,113,100,107.6,110.9,69,4.6897,318,"Quadrant 4"
"649",2024-11-19,"nc","Villanova","Penn","H","Big East","Ivy",93,49,62,14,11,11,52,16,15,30,143.7,75.7,122.6,91.5,64.7,11.9439,338,"Quadrant 4"
"650",2024-11-19,"nc","Chicago St.","Eastern Kentucky","H","Northeast","Atlantic Sun",66,86,61,6,15,14,75,16,10,12,87.2,113.6,82.1,113.6,75.7,-14.3355,210,"Quadrant 4"
"651",2024-11-19,"nc","Louisiana Lafayette","Rice","H","Sun Belt","American",61,83,70,14,5,8,49,12,11,34,94.6,128.7,101.5,131.2,64.5,-6.74977,140,"Quadrant 3"
"652",2024-11-19,"nc","Florida St.","Hofstra","H","ACC","CAA",79,61,57,10,12,23,50,5,20,7,114.3,88.2,118.3,100.9,69.1,7.60577,170,"Quadrant 4"
"653",2024-11-19,"nc","Kansas","UNC Wilmington","H","Big 12","CAA",84,66,62,9,10,16,56,10,12,24,120,94.3,114.6,93.8,70,8.83401,166,"Quadrant 4"
