"","team","position","type","count"
"6457","Tulsa","LB","Incoming",2
"6458","Tulsa","LB","Outgoing",1
"6459","Tulsa","LB","Delta",1
"6460","Tulsa","LS","Incoming",1
"6461","Tulsa","LS","Outgoing",0
"6462","Tulsa","LS","Delta",1
"6463","Tulsa","OT","Incoming",4
"6464","Tulsa","OT","Outgoing",2
"6465","Tulsa","OT","Delta",2
"6466","Tulsa","QB","Incoming",1
"6467","Tulsa","QB","Outgoing",3
"6468","Tulsa","QB","Delta",-2
"6469","Tulsa","RB","Incoming",3
"6470","Tulsa","RB","Outgoing",3
"6471","Tulsa","RB","Delta",0
"6472","Tulsa","S","Incoming",1
"6473","Tulsa","S","Outgoing",1
"6474","Tulsa","S","Delta",0
"6475","Tulsa","TE","Incoming",3
"6476","Tulsa","TE","Outgoing",3
"6477","Tulsa","TE","Delta",0
"6478","Tulsa","WR","Incoming",5
"6479","Tulsa","WR","Outgoing",4
"6480","Tulsa","WR","Delta",1
"6481","Tuskegee","CB","Incoming",1
"6482","Tuskegee","CB","Outgoing",0
"6483","Tuskegee","CB","Delta",1
"6484","Tuskegee","QB","Incoming",1
"6485","Tuskegee","QB","Outgoing",0
"6486","Tuskegee","QB","Delta",1
"6487","Tyler J.C. ","DL","Incoming",1
"6488","Tyler J.C. ","DL","Outgoing",0
"6489","Tyler J.C. ","DL","Delta",1
"6490","UAB","CB","Incoming",4
"6491","UAB","CB","Outgoing",3
"6492","UAB","CB","Delta",1
"6493","UAB","DL","Incoming",4
"6494","UAB","DL","Outgoing",2
"6495","UAB","DL","Delta",2
"6496","UAB","EDGE","Incoming",2
"6497","UAB","EDGE","Outgoing",1
"6498","UAB","EDGE","Delta",1
"6499","UAB","IOL","Incoming",1
"6500","UAB","IOL","Outgoing",4
"6501","UAB","IOL","Delta",-3
"6502","UAB","LB","Incoming",2
"6503","UAB","LB","Outgoing",1
"6504","UAB","LB","Delta",1
"6505","UAB","OT","Incoming",3
"6506","UAB","OT","Outgoing",2
"6507","UAB","OT","Delta",1
"6508","UAB","QB","Incoming",1
"6509","UAB","QB","Outgoing",2
"6510","UAB","QB","Delta",-1
"6511","UAB","RB","Incoming",2
"6512","UAB","RB","Outgoing",2
"6513","UAB","RB","Delta",0
"6514","UAB","S","Incoming",5
"6515","UAB","S","Outgoing",4
"6516","UAB","S","Delta",1
"6517","UAB","TE","Incoming",1
"6518","UAB","TE","Outgoing",2
"6519","UAB","TE","Delta",-1
"6520","UAB","WR","Incoming",3
"6521","UAB","WR","Outgoing",2
"6522","UAB","WR","Delta",1
"6523","UC Davis","CB","Incoming",2
"6524","UC Davis","CB","Outgoing",1
"6525","UC Davis","CB","Delta",1
"6526","UC Davis","DL","Incoming",1
"6527","UC Davis","DL","Outgoing",0
"6528","UC Davis","DL","Delta",1
"6529","UC Davis","IOL","Incoming",2
"6530","UC Davis","IOL","Outgoing",0
"6531","UC Davis","IOL","Delta",2
"6532","UC Davis","P","Incoming",1
"6533","UC Davis","P","Outgoing",0
"6534","UC Davis","P","Delta",1
"6535","UC Davis","S","Incoming",1
"6536","UC Davis","S","Outgoing",1
"6537","UC Davis","S","Delta",0
"6538","UC Davis","TE","Incoming",1
"6539","UC Davis","TE","Outgoing",0
"6540","UC Davis","TE","Delta",1
"6541","UCF","CB","Incoming",5
"6542","UCF","CB","Outgoing",3
"6543","UCF","CB","Delta",2
"6544","UCF","DL","Incoming",4
"6545","UCF","DL","Outgoing",3
"6546","UCF","DL","Delta",1
"6547","UCF","EDGE","Incoming",2
"6548","UCF","EDGE","Outgoing",1
"6549","UCF","EDGE","Delta",1
"6550","UCF","IOL","Incoming",3
"6551","UCF","IOL","Outgoing",5
"6552","UCF","IOL","Delta",-2
"6553","UCF","K","Incoming",1
"6554","UCF","K","Outgoing",1
"6555","UCF","K","Delta",0
"6556","UCF","LB","Incoming",5
"6557","UCF","LB","Outgoing",5
"6558","UCF","LB","Delta",0
"6559","UCF","LS","Incoming",1
"6560","UCF","LS","Outgoing",2
"6561","UCF","LS","Delta",-1
"6562","UCF","OT","Incoming",3
"6563","UCF","OT","Outgoing",2
"6564","UCF","OT","Delta",1
"6565","UCF","P","Incoming",1
"6566","UCF","P","Outgoing",2
"6567","UCF","P","Delta",-1
"6568","UCF","QB","Incoming",3
"6569","UCF","QB","Outgoing",2
"6570","UCF","QB","Delta",1
"6571","UCF","RB","Incoming",1
"6572","UCF","RB","Outgoing",0
"6573","UCF","RB","Delta",1
"6574","UCF","S","Incoming",2
"6575","UCF","S","Outgoing",4
"6576","UCF","S","Delta",-2
"6577","UCF","TE","Incoming",2
"6578","UCF","TE","Outgoing",3
"6579","UCF","TE","Delta",-1
"6580","UCF","WR","Incoming",5
"6581","UCF","WR","Outgoing",5
"6582","UCF","WR","Delta",0
"6583","UCLA","CB","Incoming",6
"6584","UCLA","CB","Outgoing",2
"6585","UCLA","CB","Delta",4
"6586","UCLA","DL","Incoming",2
"6587","UCLA","DL","Outgoing",1
"6588","UCLA","DL","Delta",1
"6589","UCLA","EDGE","Incoming",2
"6590","UCLA","EDGE","Outgoing",2
"6591","UCLA","EDGE","Delta",0
"6592","UCLA","IOL","Incoming",2
"6593","UCLA","IOL","Outgoing",1
"6594","UCLA","IOL","Delta",1
"6595","UCLA","K","Incoming",0
"6596","UCLA","K","Outgoing",2
"6597","UCLA","K","Delta",-2
"6598","UCLA","LB","Incoming",1
"6599","UCLA","LB","Outgoing",1
"6600","UCLA","LB","Delta",0
"6601","UCLA","LS","Incoming",1
"6602","UCLA","LS","Outgoing",0
"6603","UCLA","LS","Delta",1
"6604","UCLA","OT","Incoming",2
"6605","UCLA","OT","Outgoing",4
"6606","UCLA","OT","Delta",-2
"6607","UCLA","P","Incoming",1
"6608","UCLA","P","Outgoing",2
"6609","UCLA","P","Delta",-1
"6610","UCLA","QB","Incoming",3
"6611","UCLA","QB","Outgoing",4
"6612","UCLA","QB","Delta",-1
"6613","UCLA","RB","Incoming",2
"6614","UCLA","RB","Outgoing",1
"6615","UCLA","RB","Delta",1
"6616","UCLA","S","Incoming",4
"6617","UCLA","S","Outgoing",2
"6618","UCLA","S","Delta",2
"6619","UCLA","TE","Incoming",1
"6620","UCLA","TE","Outgoing",0
"6621","UCLA","TE","Delta",1
"6622","UCLA","WR","Incoming",3
"6623","UCLA","WR","Outgoing",3
"6624","UCLA","WR","Delta",0
"6625","UConn","CB","Incoming",3
"6626","UConn","CB","Outgoing",3
"6627","UConn","CB","Delta",0
"6628","UConn","DL","Incoming",3
"6629","UConn","DL","Outgoing",2
"6630","UConn","DL","Delta",1
"6631","UConn","EDGE","Incoming",3
"6632","UConn","EDGE","Outgoing",1
"6633","UConn","EDGE","Delta",2
"6634","UConn","IOL","Incoming",1
"6635","UConn","IOL","Outgoing",0
"6636","UConn","IOL","Delta",1
"6637","UConn","LB","Incoming",2
"6638","UConn","LB","Outgoing",2
"6639","UConn","LB","Delta",0
"6640","UConn","OT","Incoming",1
"6641","UConn","OT","Outgoing",0
"6642","UConn","OT","Delta",1
"6643","UConn","P","Incoming",0
"6644","UConn","P","Outgoing",1
"6645","UConn","P","Delta",-1
"6646","UConn","QB","Incoming",0
"6647","UConn","QB","Outgoing",1
"6648","UConn","QB","Delta",-1
"6649","UConn","RB","Incoming",1
"6650","UConn","RB","Outgoing",1
"6651","UConn","RB","Delta",0
"6652","UConn","S","Incoming",3
"6653","UConn","S","Outgoing",1
"6654","UConn","S","Delta",2
"6655","UConn","TE","Incoming",1
"6656","UConn","TE","Outgoing",1
"6657","UConn","TE","Delta",0
"6658","UConn","WR","Incoming",5
"6659","UConn","WR","Outgoing",2
"6660","UConn","WR","Delta",3
"6661","UL Monroe","CB","Incoming",3
"6662","UL Monroe","CB","Outgoing",0
"6663","UL Monroe","CB","Delta",3
"6664","UL Monroe","DL","Incoming",1
"6665","UL Monroe","DL","Outgoing",1
"6666","UL Monroe","DL","Delta",0
"6667","UL Monroe","EDGE","Incoming",1
"6668","UL Monroe","EDGE","Outgoing",0
"6669","UL Monroe","EDGE","Delta",1
"6670","UL Monroe","IOL","Incoming",1
"6671","UL Monroe","IOL","Outgoing",1
"6672","UL Monroe","IOL","Delta",0
"6673","UL Monroe","LB","Incoming",1
"6674","UL Monroe","LB","Outgoing",0
"6675","UL Monroe","LB","Delta",1
"6676","UL Monroe","OT","Incoming",0
"6677","UL Monroe","OT","Outgoing",1
"6678","UL Monroe","OT","Delta",-1
"6679","UL Monroe","RB","Incoming",4
"6680","UL Monroe","RB","Outgoing",5
"6681","UL Monroe","RB","Delta",-1
"6682","UL Monroe","S","Incoming",0
"6683","UL Monroe","S","Outgoing",1
"6684","UL Monroe","S","Delta",-1
"6685","UL Monroe","WR","Incoming",3
"6686","UL Monroe","WR","Outgoing",2
"6687","UL Monroe","WR","Delta",1
"6688","UNC-Pembroke","IOL","Incoming",1
"6689","UNC-Pembroke","IOL","Outgoing",0
"6690","UNC-Pembroke","IOL","Delta",1
"6691","UNC-Pembroke","QB","Incoming",2
"6692","UNC-Pembroke","QB","Outgoing",0
"6693","UNC-Pembroke","QB","Delta",2
"6694","UNC-Pembroke","S","Incoming",0
"6695","UNC-Pembroke","S","Outgoing",1
"6696","UNC-Pembroke","S","Delta",-1
"6697","UNC-Pembroke","WR","Incoming",1
"6698","UNC-Pembroke","WR","Outgoing",0
"6699","UNC-Pembroke","WR","Delta",1
"6700","UNLV","CB","Incoming",5
"6701","UNLV","CB","Outgoing",1
"6702","UNLV","CB","Delta",4
"6703","UNLV","DL","Incoming",3
"6704","UNLV","DL","Outgoing",2
"6705","UNLV","DL","Delta",1
"6706","UNLV","EDGE","Incoming",5
"6707","UNLV","EDGE","Outgoing",0
"6708","UNLV","EDGE","Delta",5
"6709","UNLV","IOL","Incoming",4
"6710","UNLV","IOL","Outgoing",3
"6711","UNLV","IOL","Delta",1
"6712","UNLV","K","Incoming",1
"6713","UNLV","K","Outgoing",1
"6714","UNLV","K","Delta",0
"6715","UNLV","LB","Incoming",4
"6716","UNLV","LB","Outgoing",5
"6717","UNLV","LB","Delta",-1
"6718","UNLV","LS","Incoming",1
"6719","UNLV","LS","Outgoing",0
"6720","UNLV","LS","Delta",1
"6721","UNLV","OT","Incoming",2
"6722","UNLV","OT","Outgoing",2
"6723","UNLV","OT","Delta",0
"6724","UNLV","P","Incoming",0
"6725","UNLV","P","Outgoing",1
"6726","UNLV","P","Delta",-1
"6727","UNLV","QB","Incoming",2
"6728","UNLV","QB","Outgoing",1
"6729","UNLV","QB","Delta",1
"6730","UNLV","RB","Incoming",3
"6731","UNLV","RB","Outgoing",2
"6732","UNLV","RB","Delta",1
"6733","UNLV","S","Incoming",2
"6734","UNLV","S","Outgoing",4
"6735","UNLV","S","Delta",-2
"6736","UNLV","TE","Incoming",3
"6737","UNLV","TE","Outgoing",2
"6738","UNLV","TE","Delta",1
"6739","UNLV","WR","Incoming",5
"6740","UNLV","WR","Outgoing",5
"6741","UNLV","WR","Delta",0
"6742","USC","CB","Incoming",3
"6743","USC","CB","Outgoing",1
"6744","USC","CB","Delta",2
"6745","USC","DL","Incoming",2
"6746","USC","DL","Outgoing",2
"6747","USC","DL","Delta",0
"6748","USC","EDGE","Incoming",0
"6749","USC","EDGE","Outgoing",3
"6750","USC","EDGE","Delta",-3
"6751","USC","IOL","Incoming",2
"6752","USC","IOL","Outgoing",3
"6753","USC","IOL","Delta",-1
"6754","USC","K","Incoming",1
"6755","USC","K","Outgoing",1
"6756","USC","K","Delta",0
"6757","USC","LB","Incoming",1
"6758","USC","LB","Outgoing",1
"6759","USC","LB","Delta",0
"6760","USC","OT","Incoming",0
"6761","USC","OT","Outgoing",2
"6762","USC","OT","Delta",-2
"6763","USC","QB","Incoming",1
"6764","USC","QB","Outgoing",2
"6765","USC","QB","Delta",-1
"6766","USC","RB","Incoming",1
"6767","USC","RB","Outgoing",2
"6768","USC","RB","Delta",-1
"6769","USC","S","Incoming",2
"6770","USC","S","Outgoing",2
"6771","USC","S","Delta",0
"6772","USC","TE","Incoming",0
"6773","USC","TE","Outgoing",1
"6774","USC","TE","Delta",-1
"6775","USC","WR","Incoming",2
"6776","USC","WR","Outgoing",4
"6777","USC","WR","Delta",-2
"6778","UT Martin","DL","Incoming",1
"6779","UT Martin","DL","Outgoing",3
"6780","UT Martin","DL","Delta",-2
"6781","UT Martin","LS","Incoming",0
"6782","UT Martin","LS","Outgoing",1
"6783","UT Martin","LS","Delta",-1
"6784","UT Martin","QB","Incoming",1
"6785","UT Martin","QB","Outgoing",0
"6786","UT Martin","QB","Delta",1
"6787","UT Martin","RB","Incoming",1
"6788","UT Martin","RB","Outgoing",0
"6789","UT Martin","RB","Delta",1
"6790","UT Martin","S","Incoming",1
"6791","UT Martin","S","Outgoing",0
"6792","UT Martin","S","Delta",1
"6793","UT Martin","TE","Incoming",1
"6794","UT Martin","TE","Outgoing",1
"6795","UT Martin","TE","Delta",0
"6796","UT Martin","WR","Incoming",2
"6797","UT Martin","WR","Outgoing",1
"6798","UT Martin","WR","Delta",1
"6799","UT-Rio Grande Valley","S","Incoming",1
"6800","UT-Rio Grande Valley","S","Outgoing",0
"6801","UT-Rio Grande Valley","S","Delta",1
"6802","UT-Rio Grande Valley","WR","Incoming",2
"6803","UT-Rio Grande Valley","WR","Outgoing",0
"6804","UT-Rio Grande Valley","WR","Delta",2
"6805","UT-Rio Grande Valley (Do not use)","TE","Incoming",1
"6806","UT-Rio Grande Valley (Do not use)","TE","Outgoing",0
"6807","UT-Rio Grande Valley (Do not use)","TE","Delta",1
"6808","UTEP","CB","Incoming",3
"6809","UTEP","CB","Outgoing",5
"6810","UTEP","CB","Delta",-2
"6811","UTEP","DL","Incoming",3
"6812","UTEP","DL","Outgoing",4
"6813","UTEP","DL","Delta",-1
"6814","UTEP","EDGE","Incoming",3
"6815","UTEP","EDGE","Outgoing",4
"6816","UTEP","EDGE","Delta",-1
"6817","UTEP","IOL","Incoming",0
"6818","UTEP","IOL","Outgoing",2
"6819","UTEP","IOL","Delta",-2
"6820","UTEP","K","Incoming",0
"6821","UTEP","K","Outgoing",2
"6822","UTEP","K","Delta",-2
"6823","UTEP","LB","Incoming",4
"6824","UTEP","LB","Outgoing",1
"6825","UTEP","LB","Delta",3
"6826","UTEP","OT","Incoming",1
"6827","UTEP","OT","Outgoing",2
"6828","UTEP","OT","Delta",-1
"6829","UTEP","QB","Incoming",1
"6830","UTEP","QB","Outgoing",1
"6831","UTEP","QB","Delta",0
"6832","UTEP","RB","Incoming",1
"6833","UTEP","RB","Outgoing",1
"6834","UTEP","RB","Delta",0
"6835","UTEP","S","Incoming",4
"6836","UTEP","S","Outgoing",3
"6837","UTEP","S","Delta",1
"6838","UTEP","TE","Incoming",0
"6839","UTEP","TE","Outgoing",1
"6840","UTEP","TE","Delta",-1
"6841","UTEP","WR","Incoming",6
"6842","UTEP","WR","Outgoing",4
"6843","UTEP","WR","Delta",2
"6844","UTSA","CB","Incoming",2
"6845","UTSA","CB","Outgoing",2
"6846","UTSA","CB","Delta",0
"6847","UTSA","DL","Incoming",2
"6848","UTSA","DL","Outgoing",1
"6849","UTSA","DL","Delta",1
"6850","UTSA","EDGE","Incoming",2
"6851","UTSA","EDGE","Outgoing",2
"6852","UTSA","EDGE","Delta",0
"6853","UTSA","IOL","Incoming",3
"6854","UTSA","IOL","Outgoing",1
"6855","UTSA","IOL","Delta",2
"6856","UTSA","K","Incoming",1
"6857","UTSA","K","Outgoing",2
"6858","UTSA","K","Delta",-1
"6859","UTSA","LB","Incoming",3
"6860","UTSA","LB","Outgoing",2
"6861","UTSA","LB","Delta",1
"6862","UTSA","QB","Incoming",1
"6863","UTSA","QB","Outgoing",2
"6864","UTSA","QB","Delta",-1
"6865","UTSA","RB","Incoming",2
"6866","UTSA","RB","Outgoing",3
"6867","UTSA","RB","Delta",-1
"6868","UTSA","S","Incoming",2
"6869","UTSA","S","Outgoing",0
"6870","UTSA","S","Delta",2
"6871","UTSA","WR","Incoming",2
"6872","UTSA","WR","Outgoing",1
"6873","UTSA","WR","Delta",1
"6874","UVA Wise","LB","Incoming",1
"6875","UVA Wise","LB","Outgoing",0
"6876","UVA Wise","LB","Delta",1
"6877","University of Charleston","CB","Incoming",0
"6878","University of Charleston","CB","Outgoing",1
"6879","University of Charleston","CB","Delta",-1
"6880","Upper Iowa University","CB","Incoming",0
"6881","Upper Iowa University","CB","Outgoing",1
"6882","Upper Iowa University","CB","Delta",-1
"6883","Utah","ATH","Incoming",1
"6884","Utah","ATH","Outgoing",0
"6885","Utah","ATH","Delta",1
"6886","Utah","CB","Incoming",4
"6887","Utah","CB","Outgoing",5
"6888","Utah","CB","Delta",-1
"6889","Utah","DL","Incoming",1
"6890","Utah","DL","Outgoing",4
"6891","Utah","DL","Delta",-3
"6892","Utah","EDGE","Incoming",2
"6893","Utah","EDGE","Outgoing",1
"6894","Utah","EDGE","Delta",1
"6895","Utah","LB","Incoming",0
"6896","Utah","LB","Outgoing",1
"6897","Utah","LB","Delta",-1
"6898","Utah","OT","Incoming",1
"6899","Utah","OT","Outgoing",0
"6900","Utah","OT","Delta",1
"6901","Utah","P","Incoming",1
"6902","Utah","P","Outgoing",1
"6903","Utah","P","Delta",0
"6904","Utah","QB","Incoming",2
"6905","Utah","QB","Outgoing",3
"6906","Utah","QB","Delta",-1
"6907","Utah","RB","Incoming",4
"6908","Utah","RB","Outgoing",5
"6909","Utah","RB","Delta",-1
"6910","Utah","S","Incoming",0
"6911","Utah","S","Outgoing",1
"6912","Utah","S","Delta",-1
"6913","Utah","TE","Incoming",0
"6914","Utah","TE","Outgoing",4
"6915","Utah","TE","Delta",-4
"6916","Utah","WR","Incoming",5
"6917","Utah","WR","Outgoing",4
"6918","Utah","WR","Delta",1
"6919","Utah State","CB","Incoming",2
"6920","Utah State","CB","Outgoing",5
"6921","Utah State","CB","Delta",-3
"6922","Utah State","DL","Incoming",3
"6923","Utah State","DL","Outgoing",4
"6924","Utah State","DL","Delta",-1
"6925","Utah State","EDGE","Incoming",1
"6926","Utah State","EDGE","Outgoing",5
"6927","Utah State","EDGE","Delta",-4
"6928","Utah State","IOL","Incoming",2
"6929","Utah State","IOL","Outgoing",1
"6930","Utah State","IOL","Delta",1
"6931","Utah State","K","Incoming",1
"6932","Utah State","K","Outgoing",0
"6933","Utah State","K","Delta",1
"6934","Utah State","LB","Incoming",0
"6935","Utah State","LB","Outgoing",4
"6936","Utah State","LB","Delta",-4
"6937","Utah State","LS","Incoming",1
"6938","Utah State","LS","Outgoing",0
"6939","Utah State","LS","Delta",1
"6940","Utah State","OT","Incoming",0
"6941","Utah State","OT","Outgoing",1
"6942","Utah State","OT","Delta",-1
"6943","Utah State","P","Incoming",1
"6944","Utah State","P","Outgoing",1
"6945","Utah State","P","Delta",0
"6946","Utah State","QB","Incoming",1
"6947","Utah State","QB","Outgoing",0
"6948","Utah State","QB","Delta",1
"6949","Utah State","RB","Incoming",1
"6950","Utah State","RB","Outgoing",3
"6951","Utah State","RB","Delta",-2
"6952","Utah State","S","Incoming",5
"6953","Utah State","S","Outgoing",3
"6954","Utah State","S","Delta",2
"6955","Utah State","TE","Incoming",0
"6956","Utah State","TE","Outgoing",2
"6957","Utah State","TE","Delta",-2
"6958","Utah State","WR","Incoming",6
"6959","Utah State","WR","Outgoing",4
"6960","Utah State","WR","Delta",2
"6961","Utah Tech","ATH","Incoming",2
"6962","Utah Tech","ATH","Outgoing",0
"6963","Utah Tech","ATH","Delta",2
"6964","Utah Tech","CB","Incoming",0
"6965","Utah Tech","CB","Outgoing",2
"6966","Utah Tech","CB","Delta",-2
"6967","Utah Tech","DL","Incoming",1
"6968","Utah Tech","DL","Outgoing",0
"6969","Utah Tech","DL","Delta",1
"6970","Utah Tech","LS","Incoming",0
"6971","Utah Tech","LS","Outgoing",1
"6972","Utah Tech","LS","Delta",-1
"6973","Utah Tech","OT","Incoming",1
"6974","Utah Tech","OT","Outgoing",0
"6975","Utah Tech","OT","Delta",1
"6976","Utah Tech","P","Incoming",1
"6977","Utah Tech","P","Outgoing",0
"6978","Utah Tech","P","Delta",1
"6979","Utah Tech","QB","Incoming",0
"6980","Utah Tech","QB","Outgoing",1
"6981","Utah Tech","QB","Delta",-1
"6982","Utah Tech","S","Incoming",1
"6983","Utah Tech","S","Outgoing",1
"6984","Utah Tech","S","Delta",0
"6985","Utah Tech","TE","Incoming",1
"6986","Utah Tech","TE","Outgoing",1
"6987","Utah Tech","TE","Delta",0
"6988","VMI","IOL","Incoming",0
"6989","VMI","IOL","Outgoing",1
"6990","VMI","IOL","Delta",-1
"6991","VMI","WR","Incoming",0
"6992","VMI","WR","Outgoing",1
"6993","VMI","WR","Delta",-1
"6994","Valdosta State","IOL","Incoming",1
"6995","Valdosta State","IOL","Outgoing",1
"6996","Valdosta State","IOL","Delta",0
"6997","Valdosta State","OT","Incoming",1
"6998","Valdosta State","OT","Outgoing",0
"6999","Valdosta State","OT","Delta",1
"7000","Valdosta State","QB","Incoming",1
"7001","Valdosta State","QB","Outgoing",0
"7002","Valdosta State","QB","Delta",1
"7003","Valdosta State","TE","Incoming",1
"7004","Valdosta State","TE","Outgoing",1
"7005","Valdosta State","TE","Delta",0
"7006","Valdosta State","WR","Incoming",1
"7007","Valdosta State","WR","Outgoing",2
"7008","Valdosta State","WR","Delta",-1
"7009","Valparaiso","EDGE","Incoming",0
"7010","Valparaiso","EDGE","Outgoing",1
"7011","Valparaiso","EDGE","Delta",-1
"7012","Valparaiso","OT","Incoming",0
"7013","Valparaiso","OT","Outgoing",1
"7014","Valparaiso","OT","Delta",-1
"7015","Vanderbilt","ATH","Incoming",0
"7016","Vanderbilt","ATH","Outgoing",1
"7017","Vanderbilt","ATH","Delta",-1
"7018","Vanderbilt","CB","Incoming",1
"7019","Vanderbilt","CB","Outgoing",1
"7020","Vanderbilt","CB","Delta",0
"7021","Vanderbilt","DL","Incoming",5
"7022","Vanderbilt","DL","Outgoing",2
"7023","Vanderbilt","DL","Delta",3
"7024","Vanderbilt","EDGE","Incoming",1
"7025","Vanderbilt","EDGE","Outgoing",4
"7026","Vanderbilt","EDGE","Delta",-3
"7027","Vanderbilt","IOL","Incoming",3
"7028","Vanderbilt","IOL","Outgoing",0
"7029","Vanderbilt","IOL","Delta",3
"7030","Vanderbilt","LS","Incoming",1
"7031","Vanderbilt","LS","Outgoing",0
"7032","Vanderbilt","LS","Delta",1
"7033","Vanderbilt","OT","Incoming",4
"7034","Vanderbilt","OT","Outgoing",2
"7035","Vanderbilt","OT","Delta",2
"7036","Vanderbilt","P","Incoming",1
"7037","Vanderbilt","P","Outgoing",0
"7038","Vanderbilt","P","Delta",1
"7039","Vanderbilt","RB","Incoming",0
"7040","Vanderbilt","RB","Outgoing",1
"7041","Vanderbilt","RB","Delta",-1
"7042","Vanderbilt","S","Incoming",1
"7043","Vanderbilt","S","Outgoing",2
"7044","Vanderbilt","S","Delta",-1
"7045","Vanderbilt","TE","Incoming",0
"7046","Vanderbilt","TE","Outgoing",2
"7047","Vanderbilt","TE","Delta",-2
"7048","Vanderbilt","WR","Incoming",3
"7049","Vanderbilt","WR","Outgoing",1
"7050","Vanderbilt","WR","Delta",2
"7051","Villanova","P","Incoming",1
"7052","Villanova","P","Outgoing",0
"7053","Villanova","P","Delta",1
"7054","Villanova","S","Incoming",1
"7055","Villanova","S","Outgoing",0
"7056","Villanova","S","Delta",1
"7057","Villanova","WR","Incoming",1
"7058","Villanova","WR","Outgoing",1
"7059","Villanova","WR","Delta",0
"7060","Virginia","CB","Incoming",6
"7061","Virginia","CB","Outgoing",1
"7062","Virginia","CB","Delta",5
"7063","Virginia","DL","Incoming",2
"7064","Virginia","DL","Outgoing",4
"7065","Virginia","DL","Delta",-2
"7066","Virginia","EDGE","Incoming",3
"7067","Virginia","EDGE","Outgoing",1
"7068","Virginia","EDGE","Delta",2
"7069","Virginia","IOL","Incoming",2
"7070","Virginia","IOL","Outgoing",2
"7071","Virginia","IOL","Delta",0
"7072","Virginia","LB","Incoming",2
"7073","Virginia","LB","Outgoing",0
"7074","Virginia","LB","Delta",2
"7075","Virginia","LS","Incoming",1
"7076","Virginia","LS","Outgoing",0
"7077","Virginia","LS","Delta",1
"7078","Virginia","OT","Incoming",5
"7079","Virginia","OT","Outgoing",1
"7080","Virginia","OT","Delta",4
"7081","Virginia","QB","Incoming",2
"7082","Virginia","QB","Outgoing",2
"7083","Virginia","QB","Delta",0
"7084","Virginia","RB","Incoming",2
"7085","Virginia","RB","Outgoing",0
"7086","Virginia","RB","Delta",2
"7087","Virginia","S","Incoming",3
"7088","Virginia","S","Outgoing",1
"7089","Virginia","S","Delta",2
"7090","Virginia","WR","Incoming",3
"7091","Virginia","WR","Outgoing",5
"7092","Virginia","WR","Delta",-2
"7093","Virginia Tech","CB","Incoming",3
"7094","Virginia Tech","CB","Outgoing",2
"7095","Virginia Tech","CB","Delta",1
"7096","Virginia Tech","DL","Incoming",4
"7097","Virginia Tech","DL","Outgoing",2
"7098","Virginia Tech","DL","Delta",2
"7099","Virginia Tech","EDGE","Incoming",3
"7100","Virginia Tech","EDGE","Outgoing",3
"7101","Virginia Tech","EDGE","Delta",0
"7102","Virginia Tech","IOL","Incoming",4
"7103","Virginia Tech","IOL","Outgoing",5
"7104","Virginia Tech","IOL","Delta",-1
"7105","Virginia Tech","LB","Incoming",3
"7106","Virginia Tech","LB","Outgoing",3
"7107","Virginia Tech","LB","Delta",0
"7108","Virginia Tech","LS","Incoming",1
"7109","Virginia Tech","LS","Outgoing",0
"7110","Virginia Tech","LS","Delta",1
"7111","Virginia Tech","OT","Incoming",1
"7112","Virginia Tech","OT","Outgoing",3
"7113","Virginia Tech","OT","Delta",-2
"7114","Virginia Tech","QB","Incoming",1
"7115","Virginia Tech","QB","Outgoing",2
"7116","Virginia Tech","QB","Delta",-1
"7117","Virginia Tech","RB","Incoming",4
"7118","Virginia Tech","RB","Outgoing",1
"7119","Virginia Tech","RB","Delta",3
"7120","Virginia Tech","S","Incoming",4
"7121","Virginia Tech","S","Outgoing",4
"7122","Virginia Tech","S","Delta",0
"7123","Virginia Tech","WR","Incoming",2
"7124","Virginia Tech","WR","Outgoing",3
"7125","Virginia Tech","WR","Delta",-1
"7126","Virginia Union","OT","Incoming",0
"7127","Virginia Union","OT","Outgoing",1
"7128","Virginia Union","OT","Delta",-1
"7129","Virginia Union","S","Incoming",0
"7130","Virginia Union","S","Outgoing",1
"7131","Virginia Union","S","Delta",-1
"7132","Virginia Union","WR","Incoming",0
"7133","Virginia Union","WR","Outgoing",1
"7134","Virginia Union","WR","Delta",-1
"7135","Wagner","EDGE","Incoming",0
"7136","Wagner","EDGE","Outgoing",1
"7137","Wagner","EDGE","Delta",-1
"7138","Wagner","LS","Incoming",1
"7139","Wagner","LS","Outgoing",0
"7140","Wagner","LS","Delta",1
"7141","Wagner","WR","Incoming",0
"7142","Wagner","WR","Outgoing",1
"7143","Wagner","WR","Delta",-1
"7144","Wake Forest","CB","Incoming",5
"7145","Wake Forest","CB","Outgoing",4
"7146","Wake Forest","CB","Delta",1
"7147","Wake Forest","DL","Incoming",3
"7148","Wake Forest","DL","Outgoing",2
"7149","Wake Forest","DL","Delta",1
"7150","Wake Forest","EDGE","Incoming",3
"7151","Wake Forest","EDGE","Outgoing",0
"7152","Wake Forest","EDGE","Delta",3
"7153","Wake Forest","IOL","Incoming",3
"7154","Wake Forest","IOL","Outgoing",4
"7155","Wake Forest","IOL","Delta",-1
"7156","Wake Forest","K","Incoming",1
"7157","Wake Forest","K","Outgoing",1
"7158","Wake Forest","K","Delta",0
"7159","Wake Forest","LB","Incoming",2
"7160","Wake Forest","LB","Outgoing",2
"7161","Wake Forest","LB","Delta",0
